name,emission_label,justification,topic,probability,topic_name
Green Acquisition Obligations,Supply Chain Emissions,"By linking the payment from escrow to the achievement of climate targets, the clause incentivizes the purchaser to engage with suppliers and partners who prioritize low-emission practices, thereby reducing emissions associated with the supply chain.",0,1.0,Waste and Construction Emissions
Green Acquisition Obligations,Waste Management Emissions,"The focus on maintaining climate credentials may also lead to improved waste management practices, including reducing waste generation and increasing recycling efforts, which can significantly lower emissions from waste disposal.",0,1.0,Waste and Construction Emissions
Green Assured Shorthold Tenancy (AST) Clauses,Electricity Emissions,"The clause encourages tenants to purchase electricity from renewable sources, which directly reduces emissions associated with fossil fuel-based electricity generation.",2,0.727695187537803,Energy and Heat Consumption
Green Assured Shorthold Tenancy (AST) Clauses,Natural Gas Emissions,"By promoting the use of gas from renewable or green tariffs, the clause aims to minimize emissions from natural gas consumption, which is typically associated with heating and cooking.",1,1.0,Carbon and Fuel Emissions
Green Assured Shorthold Tenancy (AST) Clauses,Waste Emissions,"The recycling and waste minimization efforts outlined in the clause help reduce emissions from landfills, where organic waste decomposes and produces methane, a potent greenhouse gas.",0,0.7548798011316139,Waste and Construction Emissions
Green Assured Shorthold Tenancy (AST) Clauses,Water Use Emissions,"Minimizing water use through efficient fixtures reduces the energy required for water heating and treatment, thereby lowering emissions associated with water supply and wastewater management.",5,0.9348356869524068,Water and Wastewater
Green Assured Shorthold Tenancy (AST) Clauses,Building Energy Emissions,"The landlord's ability to install energy-efficient solutions, such as better insulation and renewable energy systems, directly contributes to reducing emissions from the building's energy consumption.",2,0.5941345912686293,Energy and Heat Consumption
Green Company Articles,Carbon Footprint,"The clause emphasizes the need to minimize the Carbon Footprint through the approval of an Emissions Reduction Target, which directly addresses the company's operational emissions related to energy consumption and production processes.",1,1.0,Carbon and Fuel Emissions
Green Company Articles,Water Footprint,"By mandating the calculation and reporting of the Water Footprint, the clause aims to reduce water consumption and waste, which is critical for sustainable resource management in operations.",5,0.6607629589630627,Water and Wastewater
Green Company Articles,Greenhouse Gas Emissions,"The commitment to achieving Net Zero Targets and aligning with the Paris Agreement Goals indicates a focus on reducing Greenhouse Gas Emissions from various operational activities, including transportation and manufacturing.",1,1.0,Carbon and Fuel Emissions
Green Company Articles,Environmental Impact,The requirement for an Environmental Report to assess the environmental impact of operations ensures that the company is accountable for its emissions and can take corrective actions to mitigate negative effects.,1,0.8608997952406338,Carbon and Fuel Emissions
Green Company Articles,Sustainable Operations,"The clause promotes Sustainable Operations by integrating environmental considerations into decision-making processes, which can lead to innovative practices that reduce emissions and enhance overall climate resilience.",7,0.6606577413034566,Sustainable Financing
Green Dispute Reporting in After the Event Insurance Policies,Construction Emissions,"The clause encourages adherence to Environmental Best Practices during disputes, which can include sustainable construction methods that reduce emissions from building activities.",0,1.0,Waste and Construction Emissions
Green Dispute Reporting in After the Event Insurance Policies,Transportation Emissions,"By requiring the Insured to comply with Environmental Best Practices, the clause can lead to reduced emissions from transportation related to legal proceedings, such as travel for meetings or court appearances.",3,1.0,Travel and Commuting
Green Dispute Reporting in After the Event Insurance Policies,Waste Management Emissions,"The focus on environmental compliance may lead to better waste management practices during the dispute process, thereby reducing emissions associated with waste disposal and treatment.",0,1.0,Waste and Construction Emissions
Green Investment Obligations,Electricity Emissions,"The clause mandates the purchase of electricity from a green tariff using 100% renewable energy, which directly reduces emissions associated with fossil fuel-based electricity generation.",2,0.727695187537803,Energy and Heat Consumption
Green Investment Obligations,Supply Chain Emissions,"By requiring the sourcing of consumables from sustainable and ethical sources and including emissions reduction requirements in procurement strategies, the clause addresses emissions generated throughout the supply chain, particularly from production and transportation.",0,1.0,Waste and Construction Emissions
Green Investment Obligations,Waste Emissions,The emphasis on using recycled materials for product packaging and reducing waste aligns with efforts to minimize emissions associated with waste management and landfill operations.,0,0.7548798011316139,Waste and Construction Emissions
Green Investment Obligations,Transportation Emissions,"The clause encourages online businesses to provide customers with options to offset transportation emissions related to product delivery, thereby addressing emissions from logistics and distribution.",3,1.0,Travel and Commuting
Green Investment Obligations,Product Lifecycle Emissions,"The requirement for Resource Efficiency Information ensures that the company considers the entire lifecycle of its products, which includes emissions from manufacturing, usage, and end-of-life disposal, promoting a reduction in overall lifecycle emissions.",0,1.0,Waste and Construction Emissions
Green Litigation and Arbitration Protocols,Travel Emissions,"The clause encourages minimizing travel by promoting remote meetings and using environmentally friendly transportation options, which helps reduce emissions associated with travel, particularly from vehicles and flights.",3,1.0,Travel and Commuting
Green Litigation and Arbitration Protocols,Paper Production,"By advocating for electronic communication and minimizing the use of hard copies, the clause reduces the demand for paper production, which is a significant source of deforestation and associated carbon emissions.",0,1.0,Waste and Construction Emissions
Green Litigation and Arbitration Protocols,Energy Consumption,"The clause promotes the use of electronic documents and remote hearings, which can lead to lower energy consumption in office settings and reduce the carbon footprint associated with powering physical meeting spaces.",2,1.0,Energy and Heat Consumption
Green Litigation and Arbitration Protocols,Waste Generation,"The emphasis on recycling and environmentally friendly disposal methods for documents helps mitigate waste generation, which can lead to methane emissions from landfills.",0,1.0,Waste and Construction Emissions
Green Litigation and Arbitration Protocols,Carbon Offsetting,"The clause includes provisions for carbon offsetting through verified projects, which directly addresses the emissions generated from unavoidable activities, ensuring that the overall carbon footprint is reduced.",1,1.0,Carbon and Fuel Emissions
Green Loan “Starter Pack”,Construction Emissions,"The clause encourages financing for eligible green projects, which often include sustainable construction practices that reduce emissions associated with building materials and processes.",0,1.0,Waste and Construction Emissions
Green Loan “Starter Pack”,Operational Emissions,"By promoting projects that align with the Paris Agreement Goals, the clause supports initiatives that enhance energy efficiency and reduce emissions during the operational phase of buildings and infrastructure.",-1,0.0,Outliers / Misc
Green Loan “Starter Pack”,Waste Management Emissions,"The management of proceeds and reporting requirements can lead to better waste management practices, thereby reducing emissions from waste disposal and promoting recycling and circular economy principles.",0,1.0,Waste and Construction Emissions
Green Residential Lease Clauses,Energy Consumption,"The clause mandates the use of 100% renewable energy tariffs, which directly reduces emissions associated with energy consumption in the building.",2,1.0,Energy and Heat Consumption
Green Residential Lease Clauses,Heat Emissions,"By minimizing the use of energy and heat supplies, the clause aims to lower emissions from heating systems, which are often significant contributors to overall building emissions.",2,0.44642629045050075,Energy and Heat Consumption
Green Residential Lease Clauses,Vehicle Emissions,"Prohibiting the use of diesel vehicles on the premises helps to eliminate emissions from transportation, particularly nitrogen oxides and particulate matter associated with diesel combustion.",-1,0.0,Outliers / Misc
Green Residential Lease Clauses,Waste Generation,"Encouraging recycling and minimizing waste generation directly reduces emissions from waste management processes, including landfill methane emissions.",0,1.0,Waste and Construction Emissions
Green Residential Lease Clauses,Building Materials,"The requirement to use sustainable and energy-efficient building materials reduces emissions associated with the production and transportation of conventional materials, which often have a higher carbon footprint.",0,1.0,Waste and Construction Emissions
Green Service Charge Provisions for Commercial Leases,Energy Consumption,"The clause encourages the installation of energy-efficient systems and monitoring equipment, which directly reduces energy consumption and associated emissions from electricity generation.",2,1.0,Energy and Heat Consumption
Green Service Charge Provisions for Commercial Leases,Water Waste,"By identifying and addressing water leaks, as well as implementing water recycling measures, the clause aims to minimize water waste, which can lead to reduced energy use in water treatment and distribution.",-1,0.0,Outliers / Misc
Green Service Charge Provisions for Commercial Leases,Waste Generation,"The provision for waste management facilities promotes recycling and composting, which helps to reduce emissions associated with waste disposal and landfill operations.",0,1.0,Waste and Construction Emissions
Green Service Charge Provisions for Commercial Leases,Indoor Air Quality,"The installation of energy-efficient lighting and sensors improves indoor air quality by reducing the need for excessive heating and cooling, which can lead to lower emissions from HVAC systems.",-1,0.0,Outliers / Misc
Green Service Charge Provisions for Commercial Leases,Biodiversity Loss,"Measures to promote biodiversity in gardens can enhance ecosystem resilience, which indirectly supports climate adaptation efforts and reduces the potential for emissions related to habitat loss.",6,1.0,Soil and Biodiversity
Green Shareholders’ Agreement,Carbon Dioxide,"The clause mandates the company to adopt a Net Zero Transition Plan, which directly targets the reduction of Carbon Dioxide emissions from operational activities, thereby contributing to overall climate mitigation efforts.",1,1.0,Carbon and Fuel Emissions
Green Shareholders’ Agreement,Methane,"By requiring shareholders to offset their Carbon Dioxide Equivalent emissions, the clause encourages the reduction of Methane emissions, particularly from agricultural and waste management sectors, as these are significant contributors to overall greenhouse gas emissions.",1,1.0,Carbon and Fuel Emissions
Green Shareholders’ Agreement,Nitrous Oxide,"The focus on sustainability goals and the requirement for shareholders to comply with these goals helps in reducing Nitrous Oxide emissions, which are often associated with agricultural practices and industrial processes.",1,0.9936519623345671,Carbon and Fuel Emissions
Green Shareholders’ Agreement,Fugitive Emissions,"The clause's emphasis on sustainability management standards can help identify and mitigate Fugitive Emissions, which are unintentional releases of gases during production processes, particularly in the oil and gas sector.",1,1.0,Carbon and Fuel Emissions
Green Shareholders’ Agreement,Industrial Emissions,"By promoting a culture of accountability and sustainability among shareholders, the clause indirectly addresses Industrial Emissions, which are a significant source of various greenhouse gases, including Carbon Dioxide and other pollutants.",0,1.0,Waste and Construction Emissions
Green Shareholders’ Agreement (Short Form for SMEs),Carbon Dioxide Equivalent,"The clause explicitly mentions the need to offset Carbon Dioxide Equivalent (CO2e) units, which directly targets emissions from various operational activities, including energy consumption and transportation within the company's operations.",1,1.0,Carbon and Fuel Emissions
Green Shareholders’ Agreement (Short Form for SMEs),Residual Emissions,"By requiring the company to offset its Residual Emissions, the clause addresses any remaining emissions that cannot be eliminated through direct actions, ensuring a comprehensive approach to emissions reduction.",1,1.0,Carbon and Fuel Emissions
Green Shareholders’ Agreement (Short Form for SMEs),Carbon Footprint,"The focus on managing the Carbon Footprint through a Net Zero Transition Plan encourages the company to evaluate and reduce emissions from all sources, including manufacturing processes, supply chain logistics, and waste management.",1,1.0,Carbon and Fuel Emissions
Green Supplier Agreement Terms,Product Carbon Footprint,"The clause emphasizes the reduction of the Product Carbon Footprint, which directly relates to the emissions generated during the production and delivery of goods. By setting specific reduction targets, it encourages suppliers to adopt more sustainable practices.",1,1.0,Carbon and Fuel Emissions
Green Supplier Agreement Terms,Supply Chain Emissions,The focus on Supply Chain Emissions highlights the importance of collaboration between the Supplier and Principal to identify and mitigate emissions throughout the supply chain. This can lead to significant reductions in overall emissions associated with the lifecycle of products.,0,1.0,Waste and Construction Emissions
Green Supplier Agreement Terms,Operational Emissions,"Operational Emissions are addressed through the requirement for the Supplier to measure and report their GHG emissions, which includes emissions from their operational activities. This transparency fosters accountability and encourages the implementation of strategies to reduce emissions in day-to-day operations.",-1,0.0,Outliers / Misc
Green Termination Provision (Short Form),Operational Emissions,"The clause encourages the customer to switch suppliers to reduce their operational emissions, which are directly related to the energy consumption and processes involved in delivering services or products.",-1,0.0,Outliers / Misc
Green Termination Provision (Short Form),Supply Chain Emissions,"By allowing termination based on the supplier's environmental practices, the clause indirectly addresses emissions associated with the supply chain, as it promotes the selection of suppliers with lower emissions profiles.",0,1.0,Waste and Construction Emissions
Green Termination Provision (Short Form),Product Lifecycle Emissions,"The focus on carbon footprint reduction implies a consideration of emissions throughout the product lifecycle, including manufacturing, transportation, and disposal, thus encouraging suppliers to adopt more sustainable practices.",0,1.0,Waste and Construction Emissions
Green Transaction Execution Protocols,Paper Emissions,"The clause emphasizes reducing paper use by promoting electronic communication and documentation, which directly mitigates emissions associated with paper production, processing, and disposal.",0,1.0,Waste and Construction Emissions
Green Transaction Execution Protocols,Travel Emissions,"By encouraging remote meetings and minimizing travel, the clause addresses emissions from transportation, particularly those from fossil fuel-powered vehicles, thereby reducing the carbon footprint associated with business travel.",3,1.0,Travel and Commuting
Green Transaction Execution Protocols,Plastic Waste,"The commitment to reduce single-use plastics and promote recycling directly targets emissions from plastic production and waste, which are significant contributors to greenhouse gas emissions.",0,0.8828010575663692,Waste and Construction Emissions
Green Transaction Execution Protocols,Data Storage Emissions,"The clause acknowledges the carbon footprint of electronic communications and data storage, aiming to reduce emissions from energy-intensive data centers and the overall digital infrastructure.",-1,0.0,Outliers / Misc
Green Transaction Execution Protocols,Event Emissions,"By discouraging the production of physical memorabilia and promoting environmentally conscious alternatives, the clause reduces emissions associated with manufacturing, transporting, and disposing of promotional items.",-1,0.0,Outliers / Misc
Green or Sustainability-Linked Lending Requirement,Sustainable Financing,"The clause promotes Sustainable Financing by requiring lenders to allocate a percentage of their lending activities to sustainable projects, which can include renewable energy, energy efficiency, and other low-carbon initiatives, thereby reducing emissions associated with traditional financing.",7,1.0,Sustainable Financing
Green or Sustainability-Linked Lending Requirement,Green Loans,"By mandating that lenders provide Green Loans, the clause encourages investments in projects that directly contribute to reducing carbon emissions, such as solar and wind energy projects, which help mitigate the impacts of climate change.",7,0.893676673412919,Sustainable Financing
Green or Sustainability-Linked Lending Requirement,Paris Aligned Financing,"The inclusion of Paris Aligned Financing ensures that the lending activities are in line with the goals of the Paris Agreement, which aims to limit global warming. This alignment helps to reduce emissions from sectors that are heavily reliant on fossil fuels, promoting a transition to a low-carbon economy.",7,1.0,Sustainable Financing
Greener and More Efficient HGVs in Road and Multimodal Transport Agreements,HGV Fuel Combustion,"The clause mandates the use of energy-efficient vehicles, which directly reduces emissions from HGV fuel combustion during transport operations.",1,1.0,Carbon and Fuel Emissions
Greener and More Efficient HGVs in Road and Multimodal Transport Agreements,Vehicle Manufacturing,"By requiring the use of ultra-low emissions vehicles (ULEVs) or net zero vehicles (ZEVs), the clause addresses emissions associated with the manufacturing processes of these vehicles, which are typically lower than conventional HGVs.",0,1.0,Waste and Construction Emissions
Greener and More Efficient HGVs in Road and Multimodal Transport Agreements,Logistics Operations,"The continuous improvement of operations and fleet renewal as stipulated in the clause helps to optimize logistics operations, thereby reducing emissions from inefficient routing and scheduling.",0,0.768097534967019,Waste and Construction Emissions
Greener and More Efficient HGVs in Road and Multimodal Transport Agreements,Fleet Maintenance,"Regular maintenance and upgrades of the fleet, as encouraged by the clause, can lead to better fuel efficiency and lower emissions from vehicle operation.",0,0.7788209896521018,Waste and Construction Emissions
Greener and More Efficient HGVs in Road and Multimodal Transport Agreements,Transportation Infrastructure,"The clause indirectly promotes the development of transportation infrastructure that supports greener vehicles, which can lead to reduced emissions from the overall transport network.",3,0.8702151944492894,Travel and Commuting
Heads of Terms for Landowner Collaboration on Environmental Schemes,Carbon Sequestration,"The clause promotes carbon sinks through the designation of land for environmental schemes, which can enhance carbon sequestration in soil and vegetation.",1,1.0,Carbon and Fuel Emissions
Heads of Terms for Landowner Collaboration on Environmental Schemes,Soil Erosion,"By improving land management practices, the collaboration aims to reduce soil erosion, which is critical for maintaining soil health and preventing loss of fertile land.",6,0.8900249119109637,Soil and Biodiversity
Heads of Terms for Landowner Collaboration on Environmental Schemes,Biodiversity Loss,"The focus on biodiversity and nature-based solutions in the objectives encourages practices that protect and enhance local ecosystems, thereby reducing biodiversity loss.",6,1.0,Soil and Biodiversity
Heads of Terms for Landowner Collaboration on Environmental Schemes,Water Quality Degradation,"The environmental benefits outlined in the clause can lead to improved water quality by promoting practices that reduce runoff and pollution, contributing to healthier aquatic ecosystems.",-1,0.0,Outliers / Misc
Incentives for Insured Parties to Disclose and Meet GHG Emissions Targets,Fossil Fuel Combustion,"The clause encourages insured parties to transition to renewable energy sources, thereby reducing emissions from fossil fuel combustion in their operations.",1,0.9751135125431447,Carbon and Fuel Emissions
Incentives for Insured Parties to Disclose and Meet GHG Emissions Targets,Industrial Process Emissions,"By incentivizing the engagement of green suppliers, the clause aims to lower emissions associated with industrial processes that often rely on high carbon outputs.",0,1.0,Waste and Construction Emissions
Incentives for Insured Parties to Disclose and Meet GHG Emissions Targets,Waste Management Emissions,"The focus on emissions reduction targets can lead to improved waste management practices, which in turn can decrease methane and other harmful emissions from waste disposal.",0,1.0,Waste and Construction Emissions
Indigenous/ Local Knowledge in Board Director Appointments,Biodiversity Loss,"The appointment of an Environmental Specialist Director (ESD) with Indigenous knowledge can lead to better stewardship of biodiversity, helping to protect various species and habitats that are often threatened by industrial activities.",6,1.0,Soil and Biodiversity
Indigenous/ Local Knowledge in Board Director Appointments,Air Pollution,"By integrating Indigenous perspectives and traditional ecological knowledge, the ESD can promote practices that reduce air pollution through sustainable land management and resource extraction methods.",-1,0.0,Outliers / Misc
Indigenous/ Local Knowledge in Board Director Appointments,Water Contamination,The ESD's role in overseeing climate and environmental decisions can help mitigate water contamination by ensuring that the company adheres to best practices in water management and pollution prevention.,8,0.8196311979202044,Runoff and Pollution
Indigenous/ Local Knowledge in Board Director Appointments,Ecosystem Degradation,"The establishment of a specialist board committee on the environment, chaired by the ESD, can drive initiatives that prevent ecosystem degradation, promoting sustainable practices that protect natural resources and landscapes.",6,0.7962343602140804,Soil and Biodiversity
Insurance: Disclosure and Mitigation of Pending Climate Change Litigation,Litigation Emissions,"The clause addresses Litigation Emissions by requiring policyholders to disclose their exposure to climate change litigation, which can arise from past operational activities that contribute to climate change. By mitigating the risks associated with these litigations, the clause indirectly encourages businesses to reduce their emissions to avoid future legal challenges.",-1,0.0,Outliers / Misc
Insurance: Disclosure and Mitigation of Pending Climate Change Litigation,Operational Emissions,"Operational Emissions are targeted through the requirement for policyholders to disclose their Net Zero Targets and the measures taken to mitigate climate risks. This encourages companies to adopt practices that lower their emissions during operations, thereby reducing their overall carbon footprint.",-1,0.0,Outliers / Misc
Insurance: Disclosure and Mitigation of Pending Climate Change Litigation,Disclosure Emissions,"The clause promotes Disclosure Emissions by mandating the reporting of progress towards Net Zero Targets. This transparency can lead to increased accountability and pressure on companies to implement effective emissions reduction strategies, ultimately contributing to lower emissions associated with their business activities.",-1,0.0,Outliers / Misc
Insurance Premium Adjustment for D&O Climate-related Financial Disclosures,Operational Emissions,"The clause encourages the Policyholder to identify and disclose climate-related risks and opportunities, which can lead to the implementation of strategies that reduce operational emissions from their facilities and processes.",-1,0.0,Outliers / Misc
Insurance Premium Adjustment for D&O Climate-related Financial Disclosures,Supply Chain Emissions,"By requiring the Policyholder to assess and disclose the impacts of climate-related risks on their business strategy, the clause promotes the identification of supply chain emissions, encouraging the Policyholder to work with suppliers to reduce their carbon footprint.",0,1.0,Waste and Construction Emissions
Insurance Premium Adjustment for D&O Climate-related Financial Disclosures,Employee Commuting Emissions,"The training programs mandated in the clause aim to educate employees about climate-related risks and sustainable practices, which can lead to reduced emissions from employee commuting as they adopt more sustainable transportation options.",3,1.0,Travel and Commuting
Insurance Premium Adjustment for D&O Climate-related Financial Disclosures,Product Lifecycle Emissions,"The requirement to disclose GHG emissions and set Net Zero targets encourages the Policyholder to consider the entire lifecycle of their products, leading to strategies that minimize emissions associated with production, use, and disposal of their products.",0,1.0,Waste and Construction Emissions
Intellectual Property: Free Licence for Climate Purposes,Fugitive Emissions,"The clause encourages the development and use of Climate Technology, which can help reduce fugitive emissions from industrial processes by improving leak detection and repair practices.",1,1.0,Carbon and Fuel Emissions
Intellectual Property: Free Licence for Climate Purposes,Process Emissions,"By licensing intellectual property for climate-related technologies, the clause supports innovations that can minimize process emissions associated with chemical reactions in manufacturing, particularly in sectors like cement and steel production.",0,1.0,Waste and Construction Emissions
Intellectual Property: Free Licence for Climate Purposes,Energy Consumption Emissions,The requirement for the Licensee to use the Climate Technology for its intended purpose can lead to reduced energy consumption emissions by promoting more efficient energy use and renewable energy sources in operations.,2,0.8331925683578121,Energy and Heat Consumption
Intellectual Property: Free Licence for Climate Purposes,Transportation Emissions,"The clause may indirectly reduce transportation emissions by facilitating the development of technologies that optimize logistics and supply chain operations, thereby lowering the carbon footprint associated with the movement of goods.",3,1.0,Travel and Commuting
Interest Ratchet Clause for Carbon Saving,Fossil Fuel Combustion,"The clause incentivizes companies to reduce emissions from fossil fuel combustion by lowering the cost of capital for those that achieve carbon savings, encouraging a shift towards cleaner energy sources.",1,0.9751135125431447,Carbon and Fuel Emissions
Interest Ratchet Clause for Carbon Saving,Industrial Process Emissions,"By promoting carbon savings, the clause indirectly targets emissions from industrial processes, which often involve significant greenhouse gas outputs, thus fostering innovation in cleaner production methods.",0,1.0,Waste and Construction Emissions
Interest Ratchet Clause for Carbon Saving,Transportation Emissions,"Transportation emissions are addressed as companies may invest in more efficient logistics and transportation solutions to meet carbon savings targets, leading to reduced emissions from freight and vehicle operations.",3,1.0,Travel and Commuting
Interest Ratchet Clause for Carbon Saving,Waste Management Emissions,"The clause encourages companies to improve waste management practices, as reducing waste can lead to lower emissions from landfills and incineration, contributing to overall carbon savings.",0,1.0,Waste and Construction Emissions
JCT Energy Efficiency and Environmental Obligations,Construction Energy Use,"The obligation to achieve a specific energy efficiency rating directly targets emissions from energy consumption during the construction phase, reducing overall energy use and associated greenhouse gas emissions.",2,1.0,Energy and Heat Consumption
JCT Energy Efficiency and Environmental Obligations,Construction Waste Emissions,"By mandating the reuse and recycling of materials, the clause aims to minimize emissions associated with the production and disposal of construction waste, thereby reducing landfill contributions and methane emissions.",0,1.0,Waste and Construction Emissions
JCT Energy Efficiency and Environmental Obligations,Airborne Particulate Matter,"Minimizing air pollution from dust and fumes helps to reduce airborne particulate matter, which can have significant health impacts and contribute to climate change through the formation of secondary pollutants.",-1,0.0,Outliers / Misc
JCT Energy Efficiency and Environmental Obligations,Water Pollution Runoff,"The requirement to minimize water use and guard against water pollution addresses emissions related to water treatment and the potential release of pollutants into waterways, which can exacerbate climate-related impacts on aquatic ecosystems.",8,1.0,Runoff and Pollution
JCT Energy Efficiency and Environmental Obligations,Transportation Emissions,"Promoting green travel to and from the site reduces emissions from transportation, encouraging the use of sustainable transport options and decreasing the carbon footprint associated with commuting.",3,1.0,Travel and Commuting
Land: Sustainable Soil Management,Soil Organic Carbon,"The clause emphasizes monitoring and enhancing Soil Organic Carbon (SOC) levels, which directly impacts carbon sequestration and helps mitigate emissions associated with soil degradation.",6,1.0,Soil and Biodiversity
Land: Sustainable Soil Management,Soil Biodiversity,"By promoting Soil Biodiversity, the clause supports the health of ecosystems that can sequester carbon and reduce emissions from soil management practices.",6,1.0,Soil and Biodiversity
Land: Sustainable Soil Management,Peatland Emissions,The protection and enhancement of Peatlands and High Carbon Soils are crucial as these areas are significant carbon sinks; their degradation can lead to substantial greenhouse gas emissions.,-1,0.0,Outliers / Misc
Land: Sustainable Soil Management,Land Use Change,"The clause addresses Land Use Change by encouraging the use of Brownfield Sites and minimizing Soil Sealing, which can prevent emissions associated with land conversion and habitat loss.",-1,0.0,Outliers / Misc
Land: Sustainable Soil Management,Construction Emissions,"The obligations related to construction techniques aim to preserve Soil Functions and Ecosystem Services, thereby reducing emissions that may arise from construction activities and soil disturbance.",0,1.0,Waste and Construction Emissions
Landlord and Tenant Obligations to Create Additionality in Renewable Electricity Generation,Electricity Generation Emissions,"The clause promotes the procurement of 100% Renewable Energy, which directly reduces emissions associated with traditional electricity generation methods that rely on fossil fuels.",2,1.0,Energy and Heat Consumption
Landlord and Tenant Obligations to Create Additionality in Renewable Electricity Generation,Fossil Fuel Combustion,"By ensuring that both the landlord and tenant engage with Green Suppliers and renewable energy projects, the clause mitigates emissions from fossil fuel combustion that would otherwise occur in the energy supply chain.",1,0.9751135125431447,Carbon and Fuel Emissions
Landlord and Tenant Obligations to Create Additionality in Renewable Electricity Generation,Transmission Losses,"The installation of renewable energy generation equipment and the use of Power Purchase Agreements (PPAs) help to minimize transmission losses, as local generation reduces the need for long-distance energy transport, which is often associated with higher emissions.",6,0.5484487700815895,Soil and Biodiversity
Late Payment – Green Interest Remedies,Carbon Offsetting,"The clause allows for payments to be directed towards a Carbon Offset Provider, which can help mitigate emissions by funding projects that reduce or sequester carbon dioxide, such as reforestation or renewable energy initiatives.",1,1.0,Carbon and Fuel Emissions
Late Payment – Green Interest Remedies,Green Financing,"By incorporating a green interest rate that benefits a green bank, the clause encourages financial practices that prioritize investments in low-carbon technologies and sustainable projects, thereby reducing reliance on fossil fuels.",7,1.0,Sustainable Financing
Late Payment – Green Interest Remedies,Sustainable Investment,"The focus on directing funds to a 'green' cause promotes sustainable investment practices, which can lead to the development of infrastructure and technologies that lower emissions in various sectors, including energy, transportation, and waste management.",7,1.0,Sustainable Financing
Lease: Renewable Energy Obligations,Electricity Generation Emissions,"By ensuring that the electricity supplied to the premises is 100% from renewable sources, the clause directly reduces emissions associated with electricity generation, which often relies on fossil fuels.",2,1.0,Energy and Heat Consumption
Lease: Renewable Energy Obligations,Fossil Fuel Combustion,The clause mitigates emissions from fossil fuel combustion by eliminating the need for traditional energy sources that contribute to greenhouse gas emissions during the generation process.,1,0.9751135125431447,Carbon and Fuel Emissions
Lease: Renewable Energy Obligations,Grid Emissions,"By mandating renewable energy, the clause reduces the overall emissions associated with the electricity grid, which typically includes a mix of renewable and non-renewable energy sources.",2,1.0,Energy and Heat Consumption
Low Carbon Arbitrations,Air Travel Emissions,"The clause requires parties to disclose total emissions from air travel, which directly addresses emissions generated by flights taken by legal professionals and other participants in the arbitration process. By promoting remote hearings, it significantly reduces the need for air travel, thereby lowering these emissions.",3,0.7597398149516965,Travel and Commuting
Low Carbon Arbitrations,Document Printing Emissions,"By mandating that all documents and communications be exchanged in electronic form, the clause reduces the need for printing, copying, and mailing physical documents. This not only cuts down on paper waste but also decreases the emissions associated with the production and transportation of printed materials.",0,1.0,Waste and Construction Emissions
Low Carbon Arbitrations,Energy Consumption Emissions,"Conducting pre-hearing conferences and hearings remotely minimizes the energy consumption associated with physical venues, including heating, cooling, and lighting. This shift to virtual formats helps to lower the overall energy footprint of the arbitration process.",2,0.8331925683578121,Energy and Heat Consumption
Management Equity Ratchet Terms,Operational Energy Use,"The clause incentivizes management teams to meet climate-related targets, which can lead to reduced operational energy use by promoting energy-efficient practices and technologies within the company.",2,0.8681990339892731,Energy and Heat Consumption
Management Equity Ratchet Terms,Transportation Emissions,"By linking management incentives to climate targets, the clause encourages the reduction of transportation emissions through optimized logistics and the use of low-emission vehicles.",3,1.0,Travel and Commuting
Management Equity Ratchet Terms,Waste Management,"The focus on climate targets can lead to improved waste management practices, reducing emissions associated with waste disposal and promoting recycling and circular economy initiatives.",0,1.0,Waste and Construction Emissions
Management Equity Ratchet Terms,Supply Chain Emissions,The clause may drive efforts to reduce emissions throughout the supply chain by encouraging the selection of suppliers and partners that prioritize sustainability and lower carbon footprints.,0,1.0,Waste and Construction Emissions
Modern Methods of Construction (MMC) and Net Zero Provisions for Construction or Development Agreements,Embedded Carbon,"The clause mandates the Contractor to provide information on the total Embedded Carbon of materials used, which directly addresses emissions associated with the production and use of construction materials.",1,1.0,Carbon and Fuel Emissions
Modern Methods of Construction (MMC) and Net Zero Provisions for Construction or Development Agreements,Construction Waste,"By requiring the Contractor to manage Waste Materials efficiently and minimize waste, the clause aims to reduce emissions related to waste disposal and the environmental impact of construction activities.",0,1.0,Waste and Construction Emissions
Modern Methods of Construction (MMC) and Net Zero Provisions for Construction or Development Agreements,Transportation Emissions,"The Contractor is instructed to consider the climate impacts of the transportation of materials to the site, which helps mitigate emissions from transportation logistics and fuel consumption.",3,1.0,Travel and Commuting
Modern Methods of Construction (MMC) and Net Zero Provisions for Construction or Development Agreements,Operational Emissions,"The clause emphasizes the importance of adhering to the Carbon Budget, which indirectly addresses emissions produced during the operational phase of the constructed works, ensuring that the overall lifecycle emissions are kept in check.",-1,0.0,Outliers / Misc
Modern Methods of Construction (MMC) and Net Zero Provisions for Construction or Development Agreements,Deleterious Materials,"The prohibition of using Deleterious Materials ensures that the materials selected do not contribute to increased emissions through degradation or require excessive maintenance, thus promoting sustainability in material selection.",0,0.861414226901563,Waste and Construction Emissions
Net Zero Aligned Construction Modifications,Construction Emissions,"The clause encourages contractors to propose modifications that can reduce emissions generated during the construction phase, such as those from machinery and transportation of materials.",0,1.0,Waste and Construction Emissions
Net Zero Aligned Construction Modifications,Operational Emissions,"By incentivizing net zero modifications, the clause aims to lower emissions associated with the ongoing operation of the completed project, including energy use and maintenance activities.",-1,0.0,Outliers / Misc
